 	count
11110000110001	350
11110000110010	106
11110000110011	196
11110000110100	115
11110000110101	305
11110000110110	80
11110000110111	178
11110000111000	257
11110000111001	335
11110000111010	171
11110000111011	192
11110000111100	220
11110000111101	307
11110000111110	150
11110000111111	267
11110001000000	86
11110001000001	227
11110001000010	81
11110001000011	192
11110001000100	72
11110001000101	187
11110001000110	64
11110001000111	159
11110001001000	131
11110001001001	263
11110001001010	93
11110001001011	135
11110001001100	79
11110001001101	149
11110001001110	42
11110001001111	103
11110001010000	66
11110001010001	221
11110001010010	49
11110001010011	134
11110001010100	57
11110001010101	133
11110001010110	59
11110001010111	121
11110001011000	101
11110001011001	262
11110001011010	71
11110001011011	177
11110001011100	105
11110001011101	162
11110001011110	61
11110001011111	107
11110001100000	125
11110001100001	180
11110001100010	104
11110001100011	240
11110001100100	169
11110001100101	206
11110001100110	74
11110001100111	143
11110001101000	154
11110001101001	231
11110001101010	104
11110001101011	168
11110001101100	129
11110001101101	221
11110001101110	73
11110001101111	183
11110001110000	80
11110001110001	237
11110001110010	76
11110001110011	162
11110001110100	93
11110001110101	239
11110001110110	101
11110001110111	148
11110001111000	96
11110001111001	295
11110001111010	71
11110001111011	197
11110001111100	130
11110001111101	281
11110001111110	87
11110001111111	184
11110010000000	156
11110010000001	206
11110010000010	110
11110010000011	179
11110010000100	192
11110010000101	297
11110010000110	92
11110010000111	225
11110010001000	157
11110010001001	202
11110010001010	99
11110010001011	210
11110010001100	162
11110010001101	197
11110010001110	85
11110010001111	187
11110010010000	90
11110010010001	246
11110010010010	58
11110010010011	119
11110010010100	96
11110010010101	188
11110010010110	42
11110010010111	211
11110010011000	121
11110010011001	233
11110010011010	105
11110010011011	268
11110010011100	138
11110010011101	197
11110010011110	90
11110010011111	185
11110010100000	199
11110010100001	356
11110010100010	115
11110010100011	130
11110010100100	165
11110010100101	344
11110010100110	102
11110010100111	163
11110010101000	256
11110010101001	343
11110010101010	198
11110010101011	196
11110010101100	199
11110010101101	342
11110010101110	146
11110010101111	128
11110010110000	122
11110010110001	171
11110010110010	63
11110010110011	170
11110010110100	131
11110010110101	299
11110010110110	66
11110010110111	173
11110010111000	133
11110010111001	320
11110010111010	117
11110010111011	171
11110010111100	120
11110010111101	295
11110010111110	102
11110010111111	156
11110011000000	78
11110011000001	91
11110011000010	84
11110011000011	126
11110011000100	84
11110011000101	146
11110011000110	46
11110011000111	110
11110011001000	122
11110011001001	126
11110011001010	71
11110011001011	102
11110011001100	78
11110011001101	91
11110011001110	69
11110011001111	114
11110011010000	46
11110011010001	131
11110011010010	46
11110011010011	121
11110011010100	45
11110011010101	105
11110011010110	47
11110011010111	137
11110011011000	93
11110011011001	164
11110011011010	63
11110011011011	144
11110011011100	59
11110011011101	165
11110011011110	96
11110011011111	129
11110011100000	82
11110011100001	165
11110011100010	88
11110011100011	165
11110011100100	84
11110011100101	177
11110011100110	99
11110011100111	143
11110011101000	104
11110011101001	151
11110011101010	103
11110011101011	188
11110011101100	129
11110011101101	168
11110011101110	111
11110011101111	138
11110011110000	49
11110011110001	120
11110011110010	70
11110011110011	146
11110011110100	53
11110011110101	137
11110011110110	68
11110011110111	79
11110011111000	76
11110011111001	157
11110011111010	87
11110011111011	154
11110011111100	91
11110011111101	176
11110011111110	83
11110011111111	149
11110100000000	200
11110100000001	309
11110100000010	96
11110100000011	207
11110100000100	182
11110100000101	351
11110100000110	131
11110100000111	127
11110100001000	214
11110100001001	270
11110100001010	161
11110100001011	175
11110100001100	231
11110100001101	259
11110100001110	120
11110100001111	206
11110100010000	131
11110100010001	225
11110100010010	114
11110100010011	186
11110100010100	118
11110100010101	293
11110100010110	79
11110100010111	197
11110100011000	186
11110100011001	261
11110100011010	164
11110100011011	240
11110100011100	208
11110100011101	254
11110100011110	147
11110100011111	230
11110100100000	251
11110100100001	352
11110100100010	147
11110100100011	276
11110100100100	301
11110100100101	416
11110100100110	146
11110100100111	193
11110100101000	317
11110100101001	423
11110100101010	171
11110100101011	258
11110100101100	285
11110100101101	323
11110100101110	181
11110100101111	172
11110100110000	164
11110100110001	273
11110100110010	97
11110100110011	176
11110100110100	130
11110100110101	323
11110100110110	69
11110100110111	199
11110100111000	212
11110100111001	356
11110100111010	117
11110100111011	177
11110100111100	157
11110100111101	293
11110100111110	132
11110100111111	194
11110101000000	106
11110101000001	190
11110101000010	64
11110101000011	159
11110101000100	71
11110101000101	210
11110101000110	74
11110101000111	94
11110101001000	114
11110101001001	207
11110101001010	96
11110101001011	113
11110101001100	96
11110101001101	133
11110101001110	61
11110101001111	138
11110101010000	73
11110101010001	165
11110101010010	46
11110101010011	114
11110101010100	61
11110101010101	160
11110101010110	45
11110101010111	158
11110101011000	64
11110101011001	208
11110101011010	58
11110101011011	196
11110101011100	67
11110101011101	152
11110101011110	46
11110101011111	142
11110101100000	114
11110101100001	214
11110101100010	108
11110101100011	208
11110101100100	171
11110101100101	256
11110101100110	92
11110101100111	96
11110101101000	135
11110101101001	205
11110101101010	80
11110101101011	167
11110101101100	120
11110101101101	166
11110101101110	81
11110101101111	127
11110101110000	81
11110101110001	217
11110101110010	57
11110101110011	166
11110101110100	76
11110101110101	197
11110101110110	45
11110101110111	207
11110101111000	82
11110101111001	259
11110101111010	84
11110101111011	194
11110101111100	92
11110101111101	328
11110101111110	82
11110101111111	226
11110110000000	214
11110110000001	366
11110110000010	139
11110110000011	257
11110110000100	241
11110110000101	272
11110110000110	132
11110110000111	151
11110110001000	246
11110110001001	359
11110110001010	167
11110110001011	199
11110110001100	164
11110110001101	312
11110110001110	139
11110110001111	164
11110110010000	121
11110110010001	248
11110110010010	84
11110110010011	198
11110110010100	169
11110110010101	306
11110110010110	109
11110110010111	157
11110110011000	149
11110110011001	305
11110110011010	116
11110110011011	191
11110110011100	161
11110110011101	241
11110110011110	106
11110110011111	237
11110110100000	259
11110110100001	352
11110110100010	144
11110110100011	267
11110110100100	251
11110110100101	365
11110110100110	117
11110110100111	294
11110110101000	283
11110110101001	463
11110110101010	149
11110110101011	290
11110110101100	350
11110110101101	362
11110110101110	179
11110110101111	177
11110110110000	133
11110110110001	372
11110110110010	114
11110110110011	223
11110110110100	143
11110110110101	332
11110110110110	98
11110110110111	177
11110110111000	238
11110110111001	354
11110110111010	110
11110110111011	280
11110110111100	208
11110110111101	427
11110110111110	173
11110110111111	256
11110111000000	125
11110111000001	155
11110111000010	106
11110111000011	147
11110111000100	105
11110111000101	234
11110111000110	68
11110111000111	172
11110111001000	85
11110111001001	177
11110111001010	113
11110111001011	159
11110111001100	117
11110111001101	177
11110111001110	116
11110111001111	128
11110111010000	61
11110111010001	123
11110111010010	56
11110111010011	154
11110111010100	41
11110111010101	177
11110111010110	70
11110111010111	175
11110111011000	88
11110111011001	162
11110111011010	103
11110111011011	160
11110111011100	75
11110111011101	139
11110111011110	79
11110111011111	178
11110111100000	100
11110111100001	213
11110111100010	95
11110111100011	207
11110111100100	108
11110111100101	196
11110111100110	85
11110111100111	250
11110111101000	151
11110111101001	198
11110111101010	132
11110111101011	206
11110111101100	175
11110111101101	193
11110111101110	94
11110111101111	166
11110111110000	65
11110111110001	174
11110111110010	73
11110111110011	174
11110111110100	83
11110111110101	233
11110111110110	80
11110111110111	195
11110111111000	98
11110111111001	185
11110111111010	115
11110111111011	175
11110111111100	110
11110111111101	190
11110111111110	84
11110111111111	190
11111000000000	150
11111000000001	223
11111000000010	102
11111000000011	137
11111000000100	168
11111000000101	260
11111000000110	96
11111000000111	150
11111000001000	200
11111000001001	199
11111000001010	124
11111000001011	218
11111000001100	165
11111000001101	239
11111000001110	97
11111000001111	111
11111000010000	94
11111000010001	156
11111000010010	97
11111000010011	110
11111000010100	112
11111000010101	205
11111000010110	56
11111000010111	110
11111000011000	138
11111000011001	226
11111000011010	105
11111000011011	132
11111000011100	126
11111000011101	201
11111000011110	113
11111000011111	131
11111000100000	181
11111000100001	291
11111000100010	107
11111000100011	191
11111000100100	167
11111000100101	349
11111000100110	87
11111000100111	151
11111000101000	183
11111000101001	290
11111000101010	158
11111000101011	214
11111000101100	230
11111000101101	244
11111000101110	129
11111000101111	135
11111000110000	123
11111000110001	234
11111000110010	62
11111000110011	130
11111000110100	113
11111000110101	289
11111000110110	72
11111000110111	175
11111000111000	208
11111000111001	252
11111000111010	134
11111000111011	150
11111000111100	177
11111000111101	254
11111000111110	95
11111000111111	143
11111001000000	104
11111001000001	197
11111001000010	59
11111001000011	135
11111001000100	91
11111001000101	167
11111001000110	34
11111001000111	140
11111001001000	130
11111001001001	199
11111001001010	68
11111001001011	101
11111001001100	80
11111001001101	119
11111001001110	81
11111001001111	92
11111001010000	43
11111001010001	112
11111001010010	40
11111001010011	103
11111001010100	74
11111001010101	190
11111001010110	49
11111001010111	131
11111001011000	54
11111001011001	173
11111001011010	69
11111001011011	180
11111001011100	82
11111001011101	107
11111001011110	50
11111001011111	151
11111001100000	99
11111001100001	226
11111001100010	85
11111001100011	168
11111001100100	125
11111001100101	219
11111001100110	86
11111001100111	132
11111001101000	141
11111001101001	254
11111001101010	127
11111001101011	174
11111001101100	104
11111001101101	194
11111001101110	61
11111001101111	118
11111001110000	47
11111001110001	136
11111001110010	71
11111001110011	160
11111001110100	56
11111001110101	215
11111001110110	56
11111001110111	140
11111001111000	105
11111001111001	227
11111001111010	107
11111001111011	188
11111001111100	76
11111001111101	214
11111001111110	62
11111001111111	94
11111010000000	138
11111010000001	241
11111010000010	103
11111010000011	159
11111010000100	144
11111010000101	222
11111010000110	86
11111010000111	131
11111010001000	165
11111010001001	250
11111010001010	93
11111010001011	102
11111010001100	125
11111010001101	216
11111010001110	88
11111010001111	111
11111010010000	84
11111010010001	196
11111010010010	63
11111010010011	103
11111010010100	75
11111010010101	186
11111010010110	62
11111010010111	99
11111010011000	116
11111010011001	230
11111010011010	63
11111010011011	139
11111010011100	93
11111010011101	143
11111010011110	72
11111010011111	130
11111010100000	116
11111010100001	289
11111010100010	91
11111010100011	148
11111010100100	152
11111010100101	225
11111010100110	81
11111010100111	172
11111010101000	189
11111010101001	205
11111010101010	123
11111010101011	209
11111010101100	170
11111010101101	260
11111010101110	114
11111010101111	125
11111010110000	72
11111010110001	198
11111010110010	67
11111010110011	78
11111010110100	96
11111010110101	187
11111010110110	60
11111010110111	121
11111010111000	138
11111010111001	197
11111010111010	66
11111010111011	159
11111010111100	137
11111010111101	231
11111010111110	105
11111010111111	111
11111011000000	70
11111011000001	139
11111011000010	70
11111011000011	52
11111011000100	78
11111011000101	121
